word,word_vec_idf
austere,"[ 0.69767487  0.92836462 -0.90154845  0.52716579  0.46035263  0.47605852
  0.56521007  0.13852327 -0.35111841 -0.02480285 -0.15369384  0.11295616
 -0.48885217 -0.89786186 -0.49173074  1.31845316  0.39379197  0.58263301
 -0.85697267 -1.15477859  0.45087523  0.6508097  -0.43281261  0.52475857
 -0.07944858 -0.28380023 -0.1902719  -0.5475683  -0.41456482 -0.21138143
  0.27698256 -0.49737005  0.39658637 -1.34797956  0.04084373  0.50240334
  0.52698062 -0.39030739  0.20639864  0.7912537   0.89937689  0.54521158
 -0.12500408  0.56155715  0.37926444 -0.05569952  1.12117842  1.03482127
  0.18564262 -0.02504694 -0.78261799 -0.03091519 -0.93402076 -0.0200793
  0.24072266 -0.9345426   0.33785341  0.06234212 -0.44471407  0.43594369
  0.66988235  0.63246091  0.74570157 -0.41998529  0.46929135 -0.17901012
 -0.49445781  0.89904022 -0.0929644  -1.3787685  -0.7495565  -1.12597604
  0.43259377  0.86951382  0.18978373  0.25424016  0.05039352 -0.61024036
  0.40513792  0.15758917  0.11308915 -0.30344522  0.44454574  0.72610708
 -0.12683391 -0.61739471  0.30536427  0.30299071  0.08332202  0.43828358
  1.09511977 -0.31790542 -0.30262037  0.54825848 -0.71019918 -0.06658254
 -0.24755716 -0.19392483  0.08086766 -0.07353488]"
bacon,"[ 0.46598703  0.56145865 -0.09149337  0.48479303 -0.74346053 -0.13932312
 -0.27658261 -0.29519423  0.41556233 -0.36756735 -0.10322565 -0.25866751
  0.56400175  0.62568413 -0.62633205 -0.50943034 -0.780457   -0.15105055
 -0.08041062  0.27768408  0.01014455 -0.12883647 -0.10753597  0.18566266
 -0.53811718  0.15222329  0.75617604  0.21337761 -0.11213785  0.26503336
  0.31602499  0.23177866 -0.06316126  0.23101735 -1.14175569 -0.643826
  0.18329773 -0.60120879  0.63234155  1.47618172 -0.10848356 -0.90929671
 -0.62067891  0.22879821  0.36330725 -1.00651773 -0.75659719  0.24151372
 -0.00257372  0.64679025 -0.10794254 -1.13061139  0.01669538  1.10707555
 -0.38959677 -0.24157851  0.36844205 -0.22392258 -0.13660508  0.60158135
 -0.23359284 -0.51924639  0.10606032  0.16747219 -1.09372831 -0.2484951
  1.21960377  0.72609617  0.73834193 -0.10704192  0.07013455 -0.91671544
  0.036713   -0.21592071  0.26432065  0.05560485  1.25941871 -1.12819788
 -0.55975785  0.37351206  0.68888912 -0.43658747  0.68853277 -0.0721091
  0.18222866  0.44188425  0.78095914  0.19750347  0.64095894 -0.53593044
  0.71971411 -0.35673082  1.09523474 -0.7377264  -1.37806981 -0.87476236
 -0.02825273  0.15720745 -0.52864129  0.19884791]"
baked,"[-0.19716572  0.6700938   0.81303101 -0.03488073  0.62381616  0.98208119
 -0.72045592  0.92698027  0.01510071 -0.39278489  0.17886484  0.12659332
 -0.19781012  0.28004512 -0.11350313  0.05814446 -0.30578135 -0.22575713
 -0.60749804 -0.14470584 -0.0741037  -1.00113552  0.21501057  0.06268101
 -0.06542714  0.29386496 -0.13507954  0.19465951 -0.42359699 -0.15871801
  0.28268219 -0.32786931 -0.60497994  0.57051956 -0.20876487  0.17529984
 -0.41106594  0.43017976 -0.36052537  0.04394987 -0.12499918 -0.17281147
  0.03133952  0.53994539  0.70098521 -0.58590578 -0.16313362 -0.20416487
  0.01694646  0.34410812  0.26305286 -0.39893145 -1.05217178 -0.25500285
  0.13734187 -0.42361682  0.05655032  0.33514604 -0.35281243  0.18260829
  0.46000048 -0.36411417 -0.29822703  0.32775034 -0.04771117 -0.46977549
  0.00211065  0.23487783  0.03518607 -0.45341771  0.62899117 -0.05862032
  0.47142118 -0.97099756 -0.42555992 -0.36936849  1.51425415 -0.4886712
 -0.13594005 -0.84804657  1.14171325 -0.00290772  0.6672981  -0.46239962
  0.63018083  0.61612305 -0.02998331  0.64348515 -0.18884407  0.06679326
  0.14180308 -0.72983438  0.51395139 -0.5857075  -0.56992473  0.08937492
 -0.96675445  0.6039489  -0.11649116  0.2032528 ]"
baked_apple,"[ 0.75536517 -0.04947563 -0.93774878  0.05841834 -0.48650407  0.26054071
 -0.85751158  1.19786324  0.33095712 -0.93370793  0.06960142  0.87887521
  0.6562366   0.33588456 -0.2267306  -0.27883534 -0.46570309 -0.10810709
 -0.98516477  0.35358244  0.62077264 -0.48048542  0.4966147  -0.09658471
  0.05775339  0.65151375  0.19119845  0.6897739  -0.21411362 -0.20449743
  0.68738691 -0.08470088 -0.42728949 -0.83534661 -0.30042061 -1.05261448
  0.84382045 -0.29996026  0.28007999  0.1647744   0.94963261 -0.15503545
  0.45102306 -1.6493637   0.02829955  0.73638854  0.31932903  0.99403076
  1.12707173 -0.30064226  0.40700002 -0.3818513  -1.06253757  1.01389398
 -0.52856636  0.26193881 -0.83986486  0.83759721 -0.67526437  0.21535827
  0.15175333 -0.35140004  0.24262118 -0.61811285  0.02223999  0.61528255
 -0.26139321 -0.2336529   0.16762686 -0.43086999 -0.79541556  0.4262665
  1.3468289   0.0213568  -1.23689064  0.71069422  0.43980418 -0.31351499
  0.0446232   0.20130909  1.07822355 -0.08603248  0.67175208 -0.76917565
  0.3092866   0.32990002  1.15453925  0.47320508 -0.9604423   0.26265491
  0.35455429  0.45492751  1.74114373  0.31201459 -0.89420314 -0.11754084
 -0.94878011 -0.21460807 -1.02787496  0.62471119]"
baked_bread,"[ 0.04341653  0.29536911 -0.02873877 -0.10481794  0.75529256  0.14444999
 -0.76186099  0.65623154  0.33859852  0.63020606  0.57565376  1.54705516
  0.64695173  1.11506661 -1.0415919   0.25233065 -0.67742617 -0.37285362
  0.90936415  0.57972084  1.21806105  0.08924466  0.07941303  0.58054189
 -0.61038622 -0.3493104   0.25733335  0.81746347 -1.16572368  1.04502886
 -1.0519028  -0.82221794 -0.11671176  0.42836064 -0.63417767 -0.03659988
  0.09566988  1.6264109   0.25168144  0.43725856  0.98534021 -0.28089566
 -0.31211478 -0.67242347 -0.65164891  0.66155884  0.10358827  0.22936025
 -0.43401254 -0.79882747 -0.23468755 -0.28459995 -0.17553544  1.88536726
 -0.49055064 -0.4750461   0.14477459  1.07514051 -0.0742022   0.37310185
  1.95487037 -1.59799864  1.94742361  0.51113425  0.1972819  -0.91480601
 -0.74555449 -0.45566543 -0.56973454 -0.70547563  0.94864104  0.52121602
  0.93391936 -0.20778374 -0.13464509  0.02975459  0.77259196  1.73236495
  1.6819752  -1.23180892 -0.60838132 -1.14200861  0.19949683 -0.254832
 -0.36815643  0.02981187  1.5934733   1.05906315 -0.45220937 -0.65697621
  0.97394093  0.20547333  1.52566958 -0.58214581 -0.98763152 -0.06390276
 -0.23741803 -0.31467341  0.13567236  0.54943734]"
baking_spices,"[ 0.21308066 -0.63738985  1.03004244 -0.71113462  0.44591743  0.31462874
 -0.49460516 -0.38349836  1.03630137 -0.60079422  0.89613522  1.05337508
 -0.89809379  1.1064909  -0.33508738  0.24886731  0.33268174  0.17759206
  0.02356895  0.72207712  1.32459574 -0.30123802 -0.47088932 -0.18207763
 -0.77542712 -1.49514117 -0.81100088 -0.2197228  -0.39891152  0.41896567
  0.67826455 -0.13042223 -1.06029397  0.4098966  -0.36955412 -0.49034738
  0.06722824  0.67330423  0.75918368 -0.40465953  0.08255199  0.33906841
 -0.50461094 -0.26102328  1.77038544  0.46188411  0.31505452 -0.25508367
  0.03787935  0.06599987 -0.00890451 -0.95902264 -0.8247748  -0.55661974
  1.57101483 -1.18613269 -0.7486031  -0.03091788 -0.96606927  0.66412872
 -0.10130965 -1.51496114 -0.05887873  0.06033276  0.83160854 -0.52939123
  0.9274512   0.95763887 -0.18005092 -0.69618981 -0.00841636 -0.53096661
  0.14816653 -0.83011832  0.2878473   0.83857001  1.14425742  0.53937573
  0.98203595  0.57767447  1.6370743  -0.03753234 -0.23179361 -0.56002597
  1.61027157  0.5405679   1.01275584  1.06459433  0.34209143  0.19217283
  0.74383438 -0.23268774  1.77168406 -1.23899305 -0.12787394  0.36457252
 -0.03725984  0.14377463 -1.14259688 -1.61031415]"
balsamic,"[ 0.37877858  0.75688509  0.80514652  0.57686485  0.34439072  0.48530256
  0.11640829  0.77394301  0.5790411  -0.07631578  0.38319508 -0.20151065
 -0.26995035 -0.45752344 -0.3798027   0.15135622  0.09356892  0.09039256
 -1.37842697  0.20851944  0.38049078 -0.38825165  0.42507179  1.02350707
 -0.64848891 -0.04556832  0.13360702 -0.38625142  0.45107471 -0.13724903
  0.29475314 -0.7711587  -0.33280542  0.09016214 -0.65314543  0.9908954
  0.08352939  0.09572276  0.22728955  0.39966093 -0.57440058 -0.25492466
 -0.02062472  0.75920535 -0.26452574 -1.56542399  0.24293931  0.74489974
 -0.7996579   0.74197141  0.39209208 -0.85366397 -0.52956354  0.46771658
 -0.7507404  -0.79668157  0.74611588  0.5283794  -0.08937965  0.22908175
  0.0720689   0.76208568  0.26766209 -0.93202478 -0.26404568  0.69771044
 -0.02807196  1.29217727  0.54641343  0.29158478 -0.30481827  0.02174965
  1.17440403  0.32741281  0.75931736 -0.14375216  0.69425405  0.47248512
  0.0969405   0.15748651  0.87600248 -0.39306819  0.29240087 -0.18342862
  1.3413988   0.16419446 -0.3175877   2.12519892 -0.11911579 -0.15690084
 -0.46478825 -0.18611692 -0.10452695 -0.45325096 -1.52610757  0.14564837
 -0.83785419 -0.08927564 -0.10490299  0.95077889]"
banana,"[ 0.39309251  0.00465401  0.27383504  0.39676815 -0.6006734   0.04125363
 -0.16849249  1.02584281 -0.05571835 -0.16696355 -0.42567905  1.21291426
 -0.59048046 -0.04873    -0.61208641  0.19893233  0.88950443  0.49131545
 -0.36983406 -0.16659289  1.39725214  0.16792107  0.22337996 -1.06706246
 -0.59292059 -0.17555033  0.14549349  0.57525281 -0.08856435 -0.78050168
 -0.05568901  0.2533256  -0.25936415  0.4959486   0.75307339 -0.45655132
  1.0971471   0.57710608 -1.05620543 -0.28481562  0.92105623 -0.29313986
  0.6469432   0.85211485  0.54333036 -0.52728419 -0.03006147  0.31162616
 -0.7602239  -0.44773288 -0.13257625 -0.89991359 -0.23151887  0.42660568
  0.44296073  1.34710594 -0.43270601  0.52212594  0.04781264 -0.17083995
  0.99583539 -0.26217493  0.83787561  0.04554703  0.62660364 -0.0062021
 -0.06666496 -0.05044427  0.08460609 -0.56519886 -0.38220459  0.70198511
  1.07089254 -0.09575964 -0.94626061 -0.52394832  0.70178434 -0.11456099
  0.02315652 -0.50195626  0.0400799  -0.514682   -0.36605032 -0.28594303
  0.42612692  0.55225691  0.03581585  0.00488196 -1.27126115  0.75050971
 -0.00909767  1.20945483  0.64073477  0.24555734 -0.73957546  0.60382395
 -0.33778806  0.40391866 -0.93978963  0.63057271]"
barbecue,"[-0.17746095 -0.11076577 -1.22787559 -0.95646558 -0.75083018 -0.14887605
 -0.415346    0.37101741 -0.07288271 -0.17857503 -1.2853679   0.09549411
  0.10803042  1.27522392 -0.64368809 -0.11201178 -0.37789245  0.92562321
  0.41657735  0.02490698 -0.15188113 -1.08099316 -0.53874484 -0.51335558
 -0.04076647  0.25720551  0.24539042 -0.14889071  0.34103991 -0.84543888
  0.32054673  0.29663802 -0.77857952  0.76324629 -1.27821435  0.36826153
 -0.2969312  -0.38788983  0.03485893 -0.13781882  0.23137648 -0.04308258
 -0.30165137  0.34641973  0.38525123 -0.14036068 -0.49061958 -0.42368693
 -0.95734512  0.69981711 -0.09139254 -0.2892206  -1.34683278  0.88349345
 -1.10177952 -0.54287865 -0.30452452 -0.02329157 -0.0162934   0.22609927
  1.33060535  0.92118155  0.90155325 -0.72431218 -0.88072292 -0.52004005
  0.07517244  0.49446022  0.62622931 -0.3702698   0.01945826 -0.51187503
 -0.26016661  0.03841665  0.0248718  -0.26264397  0.77465093  0.38229012
 -0.36588679 -0.47858461 -0.12236538  0.1970746   0.18235704  0.0124532
  0.56049868 -1.11658503  1.17218634  0.29593439 -0.58571204 -1.6047126
  0.28706574  0.0323156   1.0782666  -0.47034629 -1.11321348 -0.36560827
 -0.76139926 -1.27453496 -0.04891977 -0.85451276]"
bark,"[ 0.10372841  0.68568118  1.12334608  0.73581038  0.2959061   0.84315672
 -0.5747395  -0.05380671  0.53151334 -0.74735653 -1.55620351  0.45802475
 -0.40762847  0.39182956  0.15034857 -0.79688993 -0.99485918  0.17720056
 -0.33025693 -2.24451441 -0.81889336  1.11340242 -0.52701404  1.23276744
 -0.0354849  -0.31969692  1.49687026 -1.0247518  -0.79571888  0.51945357
  0.69958998 -0.61011757  0.42488606  1.14935574 -0.25136507 -1.32199331
  0.41317555 -0.80796355 -0.82142037  1.33793604 -0.91555643 -0.77959125
 -0.32594253  1.40104952  0.43039206 -0.62930637 -0.43183019  0.39980092
 -0.31885459 -1.40320672 -0.07421998 -0.42470116 -0.70951309  0.37919453
  0.67777145 -0.64411914  0.81184651 -1.15701893  0.41149088  0.63045688
  0.20134476  0.31419093 -0.01872921  1.21924899  0.04024923  0.12650638
 -0.68021627 -0.94707209  0.18229566  1.2340823  -0.03944182 -0.32181303
 -0.23116958  0.78341257  0.0524261  -0.40614925 -0.35760199 -0.3485623
  1.16640788 -1.10370529  0.41463423 -0.25705597  0.1199033   1.01963616
  0.7237917   1.79312562  1.14193908  0.11845694  1.25283967 -0.57100036
 -1.005563   -0.21438451  2.37641174 -0.7286608  -0.14945282 -0.669533
 -1.19056851  1.37705325 -0.27160165  0.5048257 ]"
barnyard,"[-8.62533480e-01 -3.72027116e-01  4.17391647e-01 -1.61624903e-01
 -1.46874787e+00  5.64380320e-01 -8.27133961e-01 -5.21369430e-01
  3.82219900e-01 -1.59622410e+00 -2.46638793e-01  1.44566700e-01
  3.65630527e-01 -6.16160421e-02  5.28183600e-01  4.57859087e-01
  4.31703303e-01  2.66265122e-01 -1.44722344e-03 -1.22102716e+00
 -8.17339778e-01  4.93543320e-01  7.85831359e-01  6.08340259e-01
 -3.26814433e-01  9.23576297e-01  4.23788236e-01  1.18843683e-01
 -6.33964576e-01  4.84356528e-01 -2.16022480e-01  5.58192522e-01
  4.57991953e-01  7.55955304e-01 -3.18329937e-01 -1.68854756e+00
  1.98541002e-01 -1.33415377e-01  1.20039484e+00  6.28042511e-01
  4.99028822e-01  8.08532606e-03  6.23771792e-02  2.89023311e-01
  1.88202065e+00 -2.68580801e-01  4.17733305e-01  3.35014214e-01
 -1.90550011e-01 -1.85451721e-01  5.57186530e-02 -3.13148131e-03
 -1.12665375e+00  1.12458483e+00 -7.93993178e-01  2.96672644e-03
  3.77076056e-01 -1.06173882e+00 -5.49897836e-01  8.44292763e-01
  6.72856594e-01 -7.39555741e-01  9.40716118e-01  4.24148874e-01
 -6.57197289e-01 -2.27354122e-01 -2.97336978e-01  7.69906321e-03
 -1.78438251e-01 -4.68868052e-01  2.51497923e-01  7.19378964e-01
 -1.97250295e-01 -5.79811853e-01 -4.07445616e-01 -7.04630747e-01
 -7.69469758e-01 -1.01895570e+00  7.88109076e-01 -5.78881785e-01
  1.92467090e-01 -6.10997595e-01  1.12526814e+00 -7.43636651e-01
  1.58927706e+00 -7.11501860e-02  1.45737827e+00  2.88624711e-01
  6.79158278e-01 -1.09641706e+00  8.46190861e-01  1.70889517e-01
  7.19948394e-01  2.61823573e-01 -1.38954026e+00  3.26434813e-02
 -7.98814346e-01  4.23066959e-01 -6.17546032e-01  5.93990642e-01]"
basil,"[-0.07840099  0.17243799 -0.52064311 -0.28562698  0.05498562  0.33641748
 -1.79162745 -0.18621988  0.09176966 -1.29635265 -0.46300747  0.32033771
  1.11334873 -0.71228878  1.06899013  0.10710742  0.21209123 -1.55256892
 -0.8966761  -0.96624131  0.59768226 -0.15063059 -0.762702   -0.51266611
  0.24608332 -1.34879605 -0.4955982   0.12037188 -0.51536104 -0.35176063
 -0.1005749  -1.91214486  0.18427952  0.03610671 -0.81536099 -0.11490117
  0.01329554 -0.30314404 -0.65754571  0.7679661  -0.44240022  0.72797329
 -0.23469274  0.86043824  1.13144071 -0.49832906 -1.69635258 -0.45715048
  0.04051023 -1.04333436  0.36670853 -0.23122526 -0.55210196  1.43135083
  0.22565573 -1.61509137  0.57676958 -0.50379079  1.63620168  0.38817816
 -0.257959   -0.40346742  1.38197966 -0.8041321   0.08793567 -0.56439085
 -0.04881063  0.53330929 -1.44166344 -0.72015799 -0.73718996  0.45858778
  0.93363262  1.56255814  0.23271646  0.21106716  0.61640306  0.5718109
  0.67493701 -0.82279901  0.54755651 -0.69854462  0.39529279  1.11500162
  1.9038804  -0.64353206 -0.11837943  0.44128631 -1.39525669 -0.08768953
 -0.10357706 -0.903647    0.85754568 -1.39272346  0.34123243 -0.46234272
  0.54847278  0.55499452  0.23379443  1.09089095]"
bay_leaf,"[-1.38670596 -0.57258506 -0.13619324  0.43739919 -0.24160629  1.14890376
 -0.51035776 -0.48008947  0.52076029 -0.44108587 -1.14620333  0.21124171
 -0.65763686 -0.08431916 -0.18287076  0.35213605 -0.1879053   0.51580559
  0.4671274  -0.58319892  0.22829199 -0.57378264 -0.44453772  1.09780693
  1.68992901 -1.19621998  1.19326125  0.29596711  0.97267136 -1.20058764
  1.55021112 -2.04190069  1.69535335 -0.416782   -0.00288242 -0.09118999
  0.04458057 -0.31193487 -0.47302138  1.16855819 -1.43601816  0.27842606
  0.89428844  0.23679248  1.24618968 -1.19840381  0.79258791 -0.84013895
  0.05845609 -0.10980652 -0.40640295 -0.71648275 -0.10287933  1.220336
 -0.48828468 -1.57590042 -0.33236421  1.07620349  0.54633218  0.04781405
 -1.449262   -0.51132052  1.62004658  0.53066969  0.76072283 -0.67684513
 -0.84011547  0.34074728  0.20926218 -0.92054132 -1.15672326  0.28605771
 -0.29519221 -0.19208979 -0.1170155   0.03917737  0.5290964  -0.42753675
  1.58426001  0.71932407  0.00285893 -1.60544078 -0.14488393  0.18632262
  1.29789704  0.70922681  0.96614336  1.34622299 -0.39881827 -0.76321193
  0.94064191 -0.65380929  2.15073975 -0.50631886 -0.79683815  0.04855138
  0.04020588  0.37071032 -0.92021257  1.16195975]"
beef_jerky,"[ 1.18801011  0.69607054 -0.23577055  0.29150079 -0.25823446 -1.06424839
 -0.39433396  0.09348935  0.6043688   0.16465554 -1.61093118  0.82611996
  0.00701389  1.30754956  0.37609231 -0.91740131  0.00806416  0.01915921
  0.23089027 -0.49488236  0.07198505  0.257613   -1.36485173  0.26792191
 -0.20087746 -0.35042972 -0.17307814  0.38627327 -0.11268512  0.27435583
  0.47331408  0.29373073 -0.16356068  0.086922   -1.84847471 -0.74832793
  0.29941525  0.32058141  0.32955601  1.23407118  0.43034202 -1.70658102
  0.57649454  0.34456241  1.35909409 -0.51431209  0.2891429  -0.6987026
  0.07439777  0.77234548 -0.13201798  0.03273626 -0.37951034  1.2812655
 -0.6915741  -1.33754409  0.42778307  0.46251166  0.08419489 -0.14626584
 -0.16499369  0.06131789  0.22820337  0.08852682 -2.25534752 -0.48954512
  0.95033863  1.69051448  1.20875587  0.13128868 -0.24161957 -0.90701929
  0.10018283  0.89751462 -0.04189181 -0.60873729  0.48488418 -0.85509091
  0.25097801  0.90429584  0.2427711  -0.0222135   0.85284269  1.03624619
  0.23019569 -0.13499733  0.1262768   1.0151897   0.37302158 -0.82659519
  0.37080991 -0.30864574  1.18755315 -0.87664091 -1.66916553 -0.13378183
 -0.7681415   0.80228518 -0.21319696 -0.43355898]"
beefy,"[-4.83061940e-01  7.65168471e-01 -1.33974006e+00  1.82793460e+00
  1.10431222e+00  2.08103726e-01 -4.61281039e-01 -7.56620354e-01
  8.80959997e-01  1.84797975e-02 -5.81701240e-02 -1.00333992e+00
 -5.86945827e-01  2.07282509e-01 -3.71152529e-01  8.25602540e-01
  5.58427218e-01  6.58149030e-01 -4.54263371e-01 -5.32241610e-01
 -1.43697956e-03 -1.00668078e+00  6.03650117e-01 -2.37499544e-01
  9.03543451e-01 -9.73757461e-02 -4.85805550e-01  3.49110331e-01
 -1.04927205e+00  2.14524146e-01 -1.89794331e-01 -2.11127296e-01
 -1.24098877e+00  3.23764604e-01 -5.40043167e-01 -1.93863085e-02
 -3.68688879e-01 -1.47955217e-02  1.97801192e+00 -3.31603489e-01
  7.20020228e-01 -3.62697731e-01 -1.15037500e-02  1.55532805e+00
  1.75738464e+00 -1.02146267e+00 -3.89723220e-01  1.53692534e+00
  4.71452925e-01 -2.78373728e-01  5.89334821e-01 -1.40706115e+00
 -4.73487303e-01  1.97091959e+00 -3.29606439e-01 -6.54789508e-01
 -6.34352416e-01 -3.71656457e-01 -1.26148186e-01 -3.42895215e-01
  1.83459765e-01 -3.24940437e-02 -7.08971133e-01 -8.11641859e-01
  4.34330207e-01 -4.92935202e-01 -1.24057817e-01  2.40187161e-01
  5.18243602e-01 -4.34124903e-01 -6.94245228e-01 -5.79834839e-01
 -5.89372149e-01 -6.63486937e-01  2.78747009e-04 -1.62871495e-01
  3.22308811e-01 -1.14231215e-01  4.94558971e-02  1.93713773e-01
  6.84185326e-01  2.08570326e-01 -1.66699483e+00 -3.81492391e-01
  3.27142790e-01  2.06088013e-01  3.22439459e-01 -1.62490749e-01
 -4.85600246e-01  3.27833358e-01 -3.36512124e-01 -4.13053234e-01
  6.85155855e-01 -1.48087731e+00 -1.80395135e+00 -7.57385578e-01
 -2.34214678e+00 -8.92326380e-01 -4.82819308e-01  3.77255660e-02]"
beeswax,"[ 0.49170898 -0.27598596  0.65380142  0.58966961 -0.69839828  0.46451252
 -2.55269385 -0.13628534 -0.12905836 -1.29300404  1.19020256  1.36677945
 -0.01953495 -0.16916695 -0.02090335  0.37093535 -0.1136896   0.38555321
 -0.51387401  0.82321232  0.95130442  0.32166916  0.45664137  0.98019708
 -0.05762715  0.24013695  1.10030367  1.45534424  0.65212428 -0.07503327
 -0.25536468 -1.63270253  0.17465389 -0.17084981 -0.10099093 -0.32891138
  0.72422254  0.30809951 -0.65831828 -1.02723343  0.32727235  0.59323355
  0.94242316 -0.19626431  0.07285869  0.00311568 -0.92035343 -0.55740359
  0.28391429 -0.66792376 -0.45370636 -1.42136296  0.06425379 -0.29599737
  0.12953673 -0.52978784 -1.0445576   1.66883742 -0.99454813  0.99422413
  0.4123685  -0.8638069   1.94091639  0.61711383  0.91572222  0.54962773
 -1.24512912  0.14424226  0.33386659 -0.94873152 -0.29138522  0.34135657
 -0.34118505 -0.66449323  0.54480593 -1.83599942  0.86277774 -0.47270767
  0.49935144 -0.10580319  0.09240317 -0.4933099   0.66392148 -0.47003948
  0.82548028  1.05591646  0.53739218  0.11653122 -0.36500816  0.33226568
 -0.73556234  0.33207509  1.34417608  0.56676131  0.14792626 -0.98431372
 -1.47987252  1.04766413 -0.8798732   0.48059789]"
