,word,vector
154,austere,"[ 0.12077136  0.16070503 -0.156063    0.0912553   0.07968957  0.08240835
  0.09784098  0.02397914 -0.06078053 -0.00429351 -0.02660525  0.01955333
 -0.084623   -0.15542483 -0.0851213   0.2282315   0.06816756  0.10085698
 -0.14834669 -0.19989853  0.07804898  0.11265874 -0.07492225  0.0908386
 -0.01375299 -0.04912738 -0.03293711 -0.09478709 -0.07176345 -0.03659129
  0.04794721 -0.08609749  0.06865128 -0.23334268  0.00707028  0.08696878
  0.09122325 -0.06756436  0.03572874  0.13697037  0.15568709  0.09437913
 -0.02163889  0.09720863  0.06565276 -0.00964189  0.19408216  0.17913326
  0.03213576 -0.00433576 -0.13547548 -0.00535159 -0.16168414 -0.00347584
  0.04167042 -0.16177447  0.05848429  0.01079176 -0.07698245  0.07546425
  0.11596032  0.10948247  0.12908505 -0.07270177  0.08123692 -0.03098764
 -0.08559337  0.15562881 -0.01609265 -0.23867242 -0.12975236 -0.19491265
  0.07488436  0.15051763  0.03285261  0.04401037  0.0087234  -0.10563597
  0.0701316   0.02727955  0.01957635 -0.05252804  0.07695331  0.12569313
 -0.02195565 -0.10687442  0.05286024  0.05244936  0.0144235   0.0758693
  0.18957126 -0.05503118 -0.05238525  0.09490656 -0.12293939 -0.0115258
 -0.04285351 -0.03356946  0.01399864 -0.01272929]"
151,bacon,"[ 0.08074714  0.09729065 -0.01585415  0.08400588 -0.12882829 -0.02414218
 -0.04792677 -0.05115183  0.07200945 -0.06369279 -0.01788714 -0.04482241
  0.09773133  0.10841977 -0.10853204 -0.08827508 -0.13523911 -0.02617433
 -0.01393371  0.04811764  0.00175787 -0.02232504 -0.01863404  0.03217199
 -0.093246    0.02637755  0.13103166  0.03697449 -0.01943147  0.0459255
  0.05476143  0.04016306 -0.01094471  0.04003114 -0.19784566 -0.11156343
  0.03176219 -0.10417863  0.10957338  0.25579565 -0.01879824 -0.15756471
 -0.10755245  0.0396466   0.06295459 -0.17441136 -0.13110464  0.04184997
 -0.00044598  0.11207708 -0.01870449 -0.19591455  0.00289301  0.19183621
 -0.06751009 -0.0418612   0.06384436 -0.03880174 -0.0236712   0.10424319
 -0.04047742 -0.08997603  0.01837834  0.02901991 -0.18952338 -0.04305972
  0.21133532  0.12581936  0.12794133 -0.01854843  0.01215305 -0.15885024
  0.0063617  -0.03741516  0.045802    0.00963532  0.21823453 -0.19549633
 -0.09699593  0.0647229   0.11937205 -0.07565273  0.1193103  -0.0124952
  0.03157694  0.07657057  0.13532613  0.03422379  0.11106662 -0.09286707
  0.12471347 -0.06181501  0.18978442 -0.12783467 -0.23879463 -0.15158053
 -0.00489569  0.02724121 -0.091604    0.03445675]"
81,baked,"[-0.04106618  0.13956885  0.16934018 -0.00726505  0.12993003  0.20455038
 -0.1500584   0.19307382  0.00314521 -0.08181024  0.03725443  0.02636718
 -0.0412004   0.05832851 -0.02364072  0.01211048 -0.06368892 -0.04702127
 -0.12653125 -0.0301397  -0.01543451 -0.20851907  0.04478295  0.01305536
 -0.01362733  0.06120695 -0.02813471  0.04054418 -0.08822787 -0.03305819
  0.05887777 -0.06828946 -0.12600677  0.11882927 -0.04348208  0.0365119
 -0.08561787  0.08959894 -0.07509115  0.00915399 -0.02603515 -0.03599362
  0.00652747  0.11246121  0.14600299 -0.12203396 -0.03397789 -0.04252398
  0.00352965  0.07167172  0.05478932 -0.08309046 -0.21914903 -0.05311265
  0.02860592 -0.08823199  0.01177844  0.06980507 -0.07348468  0.03803412
  0.09581008 -0.07583863 -0.06211549  0.06826468 -0.0099374  -0.09784604
  0.00043961  0.04892096  0.00732864 -0.094439    0.13100789 -0.01220959
  0.09818881 -0.20224186 -0.08863671 -0.07693301  0.31539273 -0.10178169
 -0.02831394 -0.17663331  0.23779896 -0.00060563  0.13898656 -0.09630978
  0.13125567  0.12832769 -0.006245    0.13402673 -0.03933293  0.01391187
  0.02953511 -0.15201177  0.10704711 -0.12199266 -0.11870538  0.01861524
 -0.20135809  0.12579202 -0.02426308  0.04233401]"
237,baked_apple,"[ 0.11579154 -0.00758422 -0.14374951  0.00895507 -0.07457725  0.03993884
 -0.13144978  0.18362301  0.05073312 -0.14313008  0.01066935  0.13472465
  0.10059591  0.05148846 -0.03475602 -0.04274326 -0.07138862 -0.01657197
 -0.15101801  0.05420141  0.09515956 -0.07365463  0.07612713 -0.01480568
  0.00885314  0.09987193  0.02930922  0.10573691 -0.03282193 -0.03134785
  0.105371   -0.01298398 -0.06550012 -0.12805206 -0.04605212 -0.16135752
  0.12935104 -0.04598155  0.04293406  0.02525862  0.14557121 -0.02376571
  0.06913829 -0.25283448  0.0043381   0.11288257  0.04895063  0.15237709
  0.17277123 -0.04608609  0.0623899  -0.0585348  -0.16287865  0.15542197
 -0.08102506  0.04015316 -0.12874467  0.12839706 -0.10351271  0.03301273
  0.02326259 -0.05386686  0.03719192 -0.09475184  0.00340922  0.09431797
 -0.04006952 -0.03581715  0.02569588 -0.06604898 -0.12193095  0.0653433
  0.20645827  0.00327383 -0.1896056   0.10894383  0.06741852 -0.04805938
  0.00684039  0.0308591   0.16528319 -0.0131881   0.10297431 -0.11790857
  0.0474112   0.05057108  0.17698178  0.07253862 -0.14722825  0.04026293
  0.05435038  0.06973681  0.26690363  0.04782938 -0.1370743  -0.01801809
 -0.14544053 -0.03289773 -0.15756514  0.09576331]"
465,baked_bread,"[ 0.00545075  0.03708227 -0.00360802 -0.01315942  0.09482361  0.01813505
 -0.09564824  0.08238694  0.04250953  0.07911955  0.07227076  0.19422586
  0.0812219   0.13999163 -0.13076721  0.03167899 -0.08504783 -0.04681011
  0.1141666   0.07278136  0.15292212  0.01120427  0.00996995  0.07288444
 -0.07663126 -0.04385436  0.03230705  0.10262889 -0.1463514   0.1311987
 -0.1320617  -0.10322579 -0.01465264  0.05377876 -0.07961817 -0.00459495
  0.01201093  0.20418862  0.03159748  0.05489586  0.12370506 -0.0352652
 -0.03918462 -0.08441976 -0.08181161  0.08305576  0.01300504  0.02879515
 -0.05448833 -0.10028922 -0.02946397 -0.03573025 -0.02203769  0.23669943
 -0.06158644 -0.05963992  0.0181758   0.13497909 -0.00931576  0.04684127
  0.24542524 -0.20062159  0.24449033  0.06417062  0.02476786 -0.11484981
 -0.09360103 -0.05720676 -0.07152763 -0.08856931  0.11909764  0.06543634
  0.1172494  -0.02608632 -0.01690409  0.00373556  0.09699547  0.21749068
  0.21116447 -0.15464811 -0.07637956 -0.14337408  0.02504594 -0.03199302
 -0.04622039  0.00374275  0.20005345  0.13296065 -0.05677287 -0.08248043
  0.12227393  0.02579626  0.191541   -0.0730858  -0.12399272 -0.00802271
 -0.02980677 -0.03950584  0.01703306  0.0689794 ]"
392,baking_spices,"[ 0.02803114 -0.08384977  0.13550391 -0.09355102  0.05866123  0.04138997
 -0.06506619 -0.05044989  0.13632729 -0.07903555  0.11788818  0.13857336
 -0.11814583  0.14556084 -0.04408134  0.03273894  0.04376487  0.02336255
  0.00310054  0.09499053  0.17425292 -0.0396284  -0.06194633 -0.02395264
 -0.10200881 -0.19668848 -0.10668861 -0.02890492 -0.05247752  0.05511568
  0.08922691 -0.01715728 -0.13948356  0.05392263 -0.0486155  -0.06450607
  0.00884399  0.08857437  0.09987196 -0.05323368  0.01085986  0.04460505
 -0.06638247 -0.03433808  0.23289735  0.06076167  0.04144598 -0.03355671
  0.0049831   0.0086824  -0.0011714  -0.12616113 -0.10850059 -0.07322432
  0.20666979 -0.15603786 -0.09848007 -0.0040673  -0.12708813  0.08736731
 -0.01332746 -0.19929583 -0.0077456   0.00793688  0.10939958 -0.06964236
  0.12200785  0.12597909 -0.02368602 -0.09158501 -0.00110719 -0.0698496
  0.01949157 -0.10920354  0.03786682  0.11031537  0.1505291   0.07095583
  0.12918857  0.0759941   0.21536003 -0.00493745 -0.03049286 -0.07367241
  0.21183409  0.07111267  0.13322983  0.14004927  0.04500274  0.02528068
  0.09785273 -0.03061049  0.23306818 -0.16299174 -0.01682204  0.04796016
 -0.0049016   0.01891381 -0.15031065 -0.21183969]"
192,balsamic,"[ 0.06131213  0.12251547  0.13032745  0.09337595  0.05574583  0.07855495
  0.01884277  0.1252766   0.09372822 -0.01235308  0.06202702 -0.03261812
 -0.04369632 -0.0740584  -0.0614779   0.02449973  0.01514581  0.01463166
 -0.2231232   0.03375262  0.06158928 -0.06284551  0.06880551  0.16567303
 -0.10496959 -0.00737605  0.0216267  -0.06252174  0.07301456 -0.02221622
  0.0477111  -0.12482591 -0.05387054  0.01459436 -0.10572334  0.16039424
  0.01352073  0.01549445  0.0367909   0.06469231 -0.09297706 -0.04126414
 -0.00333848  0.12289104 -0.04281825 -0.25339203  0.0393241   0.12057542
 -0.12943901  0.12010142  0.06346716 -0.13818087 -0.08571938  0.07570834
 -0.12152084 -0.12895724  0.12077228  0.08552771 -0.0144677   0.037081
  0.01166565  0.12335727  0.04332592 -0.15086497 -0.04274054  0.11293698
 -0.00454395  0.20916213  0.08844684  0.04719824 -0.04934032  0.00352057
  0.19009842  0.05299765  0.12290917 -0.02326887  0.11237751  0.07648021
  0.01569156  0.02549202  0.14179676 -0.06362516  0.04733034 -0.02969122
  0.21712952  0.02657783 -0.05140728  0.34400167 -0.01928103 -0.02539722
 -0.07523434 -0.03012637 -0.01691957 -0.07336682 -0.24702796  0.02357581
 -0.13562177 -0.01445087 -0.01698044  0.15390066]"
159,banana,"[ 0.06668681  0.00078954  0.04645518  0.06731037 -0.1019022   0.00699854
 -0.02858418  0.17403074 -0.00945243 -0.0283248  -0.072215    0.20576678
 -0.100173   -0.00826688 -0.10383838  0.03374819  0.1509014   0.08334999
 -0.06274109 -0.02826192  0.23703907  0.02848724  0.03789565 -0.18102352
 -0.10058696 -0.02978152  0.02468248  0.09758968 -0.01502464 -0.13240946
 -0.00944745  0.04297583 -0.04400025  0.08413599  0.12775634 -0.07745238
  0.18612727  0.09790408 -0.17918166 -0.048318    0.15625406 -0.04973018
  0.10975171  0.14455839  0.09217415 -0.08945197 -0.00509983  0.05286632
 -0.1289694  -0.07595636 -0.02249111 -0.15266728 -0.03927639  0.0723722
  0.07514678  0.22853194 -0.0734071   0.08857689  0.00811125 -0.02898242
  0.16894009 -0.04447709  0.14214275  0.0077269   0.10630118 -0.00105216
 -0.01130948 -0.0085577   0.01435313 -0.09588406 -0.06483971  0.11908939
  0.18167328 -0.0162453  -0.16052989 -0.08888605  0.11905533 -0.01943488
  0.00392842 -0.08515517  0.00679942 -0.08731405 -0.06209919 -0.04850926
  0.07229098  0.09368851  0.00607604  0.00082821 -0.21566513  0.12732142
 -0.00154339  0.2051799   0.10869847  0.04165797 -0.12546646  0.10243668
 -0.0573046   0.06852343 -0.15943212  0.10697452]"
532,band-aid,"[ 0.02613228  0.07921087  0.05847325  0.06397585 -0.11112009 -0.01273715
 -0.16535452 -0.0912932   0.02232049 -0.22401666 -0.1115361   0.05268956
 -0.25671293 -0.06421871  0.09575464 -0.0133596   0.11905354 -0.07939301
  0.06247596 -0.15780559  0.07655064  0.14926498  0.01481586  0.08118299
 -0.19580657  0.05803925 -0.02782106 -0.07524414 -0.03375541 -0.0953836
  0.1104005  -0.02951884 -0.10187788  0.11702745 -0.05034416 -0.10617517
  0.08279981  0.10655295  0.22168924 -0.02589616  0.01407244  0.09535212
 -0.06919061 -0.00305128  0.16000933 -0.09113804 -0.0021065  -0.00707287
  0.03047229 -0.08958643 -0.08996646 -0.0962606  -0.04247592  0.03111093
 -0.09915469 -0.01254376  0.03598613  0.01608211 -0.19615512  0.11087273
  0.04251414  0.10765033  0.05194524  0.00332405  0.07419849 -0.08153604
  0.002349   -0.03731512  0.05618181 -0.00611695 -0.03914557  0.12277066
 -0.01637804 -0.0968655   0.19050636  0.08987201  0.04490677 -0.16169586
  0.04613232 -0.11671263 -0.02561732 -0.09656643  0.10599303  0.09026329
  0.19063903 -0.21127771  0.17394909  0.03564433 -0.07885332 -0.04577253
  0.09624261  0.08977082  0.12908954 -0.00676817 -0.02262654  0.05651012
 -0.01021657  0.0858738   0.04163265  0.21567844]"
219,barbecue,"[-0.02801293 -0.01748483 -0.19382514 -0.15098197 -0.11852158 -0.02350069
 -0.06556405  0.0585666  -0.01150483 -0.02818879 -0.20290053  0.01507413
  0.01705304  0.20129926 -0.10160877 -0.01768151 -0.05965185  0.14611337
  0.06575842  0.00393167 -0.02397505 -0.17063915 -0.08504306 -0.08103526
 -0.00643515  0.04060093  0.03873587 -0.023503    0.05383453 -0.13345595
  0.0505996   0.04682551 -0.12290193  0.12048152 -0.20177131  0.05813157
 -0.04687179 -0.06122998  0.00550262 -0.02175526  0.03652372 -0.00680076
 -0.04761689  0.05468376  0.06081347 -0.0221565  -0.07744629 -0.0668807
 -0.15112081  0.11046897 -0.01442668 -0.04565464 -0.21260301  0.13946302
 -0.17392036 -0.08569559 -0.04807043 -0.00367667 -0.00257198  0.03569069
  0.21004144  0.14541224  0.14231383 -0.11433561 -0.13902568 -0.08209043
  0.01186627  0.07805255  0.09885283 -0.05844859  0.00307156 -0.08080155
 -0.04106835  0.00606422  0.00392611 -0.04145941  0.12228179  0.06034604
 -0.05775671 -0.07554652 -0.01931587  0.03110902  0.0287858   0.00196579
  0.08847699 -0.17625747  0.18503436  0.04671444 -0.09245702 -0.25331038
  0.04531449  0.00510115  0.17020875 -0.07424607 -0.17572526 -0.05771275
 -0.12018996 -0.20119051 -0.00772218 -0.1348883 ]"
500,bark,"[ 0.01255977  0.08302446  0.13601832  0.08909427  0.03582925  0.1020921
 -0.06959129 -0.00651509  0.06435733 -0.09049231 -0.18843008  0.0554591
 -0.04935695  0.04744397  0.01820468 -0.09648997 -0.12046072  0.02145601
 -0.03998856 -0.27177296 -0.09915422  0.13481431 -0.06381254  0.14926741
 -0.00429662 -0.03870992  0.18124582 -0.12408021 -0.09634818  0.06289709
  0.08470858 -0.07387498  0.05144656  0.13916766 -0.03043608 -0.16007116
  0.05002861 -0.0978308  -0.0994602   0.16200156 -0.11085849 -0.09439539
 -0.03946616  0.16964354  0.05211324 -0.07619842 -0.05228738  0.04840917
 -0.03860793 -0.16990474 -0.00898679 -0.05142417 -0.08591011  0.04591408
  0.08206673 -0.077992    0.09830096 -0.14009554  0.04982463  0.07633773
  0.02437946  0.03804324 -0.00226779  0.14763055  0.0048735   0.0153178
 -0.08236275 -0.11467451  0.02207294  0.14942662 -0.00477574 -0.03896615
 -0.02799075  0.09485809  0.00634792 -0.04917785 -0.04329959 -0.04220503
  0.14123238 -0.13364015  0.05020523 -0.03112516  0.01451827  0.1234608
  0.08763901  0.21711736  0.13826962  0.01434314  0.15169782 -0.06913854
 -0.12175677 -0.02595836  0.28774351 -0.08822857 -0.01809622 -0.08106919
 -0.14415783  0.166738   -0.03288639  0.06112591]"
311,barnyard,"[-1.22424284e-01 -5.28039251e-02  5.92427711e-02 -2.29403420e-02
 -2.08467741e-01  8.01057097e-02 -1.17399829e-01 -7.40009294e-02
  5.42506449e-02 -2.26561168e-01 -3.50068471e-02  2.05191743e-02
  5.18960209e-02 -8.74551540e-03  7.49681033e-02  6.49865450e-02
  6.12741058e-02  3.77925236e-02 -2.05412657e-04 -1.73307332e-01
 -1.16009685e-01  7.00514113e-02  1.11537516e-01  8.63451939e-02
 -4.63866318e-02  1.31088438e-01  6.01506753e-02  1.68681600e-02
 -8.99821990e-02  6.87474776e-02 -3.06612996e-02  7.92274403e-02
  6.50054036e-02  1.07297037e-01 -4.51823790e-02 -2.39665162e-01
  2.81800539e-02 -1.89364035e-02  1.70378869e-01  8.91416467e-02
  7.08299998e-02  1.14759633e-03  8.85354792e-03  4.10227229e-02
  2.67125897e-01 -3.81212011e-02  5.92912645e-02  4.75504734e-02
 -2.70458472e-02 -2.63222179e-02  7.90846542e-03 -4.44468958e-04
 -1.59912377e-01  1.59618722e-01 -1.12695969e-01  4.21084362e-04
  5.35205498e-02 -1.50698631e-01 -7.80501283e-02  1.19835275e-01
  9.55023644e-02 -1.04969354e-01  1.33521191e-01  6.02018628e-02
 -9.32797502e-02 -3.22696641e-02 -4.22027289e-02  1.09277184e-03
 -2.53267561e-02 -6.65491102e-02  3.56965310e-02  1.02105549e-01
 -2.79968566e-02 -8.22959950e-02 -5.78310743e-02 -1.00012251e-01
 -1.09215220e-01 -1.44626179e-01  1.11860805e-01 -8.21639852e-02
  2.73179490e-02 -8.67223648e-02  1.59715709e-01 -1.05548581e-01
  2.25575135e-01 -1.00987507e-02  2.06853989e-01  4.09661472e-02
  9.63967982e-02 -1.55620711e-01  1.20104683e-01  2.42553214e-02
  1.02186371e-01  3.71621094e-02 -1.97225354e-01  4.63327502e-03
 -1.13380265e-01  6.00483004e-02 -8.76518217e-02  8.43084711e-02]"
470,basil,"[-0.00979895  0.02155217 -0.06507261 -0.03569911  0.00687238  0.04204716
 -0.22392668 -0.0232747   0.01146984 -0.16202472 -0.05786902  0.04003743
  0.13915197 -0.08902546  0.1336078   0.01338683  0.02650824 -0.19404793
 -0.11207112 -0.12076574  0.07470136 -0.01882657 -0.09532636 -0.06407561
  0.03075674 -0.16857936 -0.06194237  0.01504469 -0.06441243 -0.04396483
 -0.01257036 -0.23898955  0.02303219  0.0045128  -0.10190795 -0.01436093
  0.00166174 -0.03788848 -0.08218339  0.09598429 -0.05529342  0.09098579
 -0.02933309  0.10754193  0.14141319 -0.06228369 -0.21201874 -0.05713698
  0.00506317 -0.13040122  0.04583309 -0.0288997  -0.0690045   0.17889748
  0.0282036  -0.2018623   0.07208758 -0.06296633  0.20450078  0.04851647
 -0.03224102 -0.0504274   0.17272682 -0.10050451  0.01099065 -0.07054043
 -0.0061006   0.0666557  -0.1801864  -0.09000899 -0.09213774  0.05731662
  0.11669014  0.19529643  0.02908608  0.02638024  0.07704118  0.07146782
  0.08435705 -0.10283759  0.06843639 -0.08730765  0.0494057   0.13935855
  0.23795662 -0.0804319  -0.01479566  0.0551542  -0.17438625 -0.01095988
 -0.01294559 -0.11294238  0.1071804  -0.17406964  0.04264896 -0.05778594
  0.06855091  0.06936603  0.02922081  0.13634508]"
548,bay_leaf,"[-0.16203051 -0.06690405 -0.01591358  0.05110818 -0.02823064  0.13424437
 -0.05963307 -0.05609635  0.06084856 -0.05153895 -0.13392883  0.02468267
 -0.07684198 -0.00985232 -0.02136765  0.04114555 -0.02195591  0.06026962
  0.05458179 -0.06814424  0.02667492 -0.06704399 -0.05194228  0.12827393
  0.1974608  -0.13977306  0.13942735  0.03458246  0.11365238 -0.1402834
  0.18113537 -0.23858714  0.19809461 -0.04869915 -0.0003368  -0.01065515
  0.00520904 -0.03644822 -0.05527047  0.1365409  -0.16779243  0.03253286
  0.10449368  0.02766816  0.1456118  -0.14002823  0.09261042 -0.09816655
  0.00683034 -0.01283041 -0.0474864  -0.08371787 -0.012021    0.14259091
 -0.05705392 -0.18413706 -0.0388353   0.12574966  0.06383652  0.00558686
 -0.16933991 -0.05974556  0.18929534  0.06200643  0.08888713 -0.07908639
 -0.09816381  0.03981483  0.02445137 -0.10756122 -0.13515804  0.03342459
 -0.03449192 -0.02244485 -0.01367275  0.0045777   0.06182259 -0.0499558
  0.18511384  0.08404986  0.00033405 -0.18758872 -0.01692905  0.02177098
  0.15165358  0.08287004  0.11288962  0.15730025 -0.04660017 -0.08917797
  0.10990988 -0.07639475  0.25130451 -0.05916114 -0.09310704  0.00567302
  0.00469788  0.04331588 -0.1075228   0.1357699 ]"
263,beef,"[-0.07931054  0.02684456 -0.17741134 -0.05441147 -0.03657202 -0.09669534
 -0.00181118  0.14693196  0.11121614 -0.02769615  0.01645891  0.05430992
 -0.10102481  0.07950901  0.01457827 -0.10485348  0.01342343  0.03898138
  0.03031783 -0.16382982  0.08820487 -0.14471184  0.23936707 -0.15988576
  0.2245024   0.05717393 -0.02206437 -0.0563408   0.01317996 -0.10230334
 -0.15342386 -0.00518429  0.08849797  0.05859785 -0.18575411  0.21772203
  0.03306183 -0.01584803  0.0118645   0.13618906  0.03462422 -0.01180934
 -0.01117908 -0.02452289  0.05876171 -0.14997367  0.04858653  0.07885359
 -0.02412133 -0.0159535   0.0642774  -0.06317887 -0.04876654  0.05054125
 -0.15592784 -0.13808609 -0.20188808 -0.10315493  0.119762   -0.09588068
 -0.00413884 -0.01308742  0.00713832  0.07786815  0.08044367 -0.10510504
  0.03268565 -0.00875471  0.05031278  0.01196858  0.01985902 -0.08260149
  0.07505261  0.06505513  0.10208179 -0.01316865  0.20389126 -0.14392026
  0.00145854 -0.0545384   0.05396606  0.02962317  0.1205882   0.09507525
  0.07823278  0.01597981  0.19716166  0.1618751   0.0132215  -0.15065217
 -0.00941129 -0.07134625  0.16169047 -0.03646586 -0.14049776  0.09562913
  0.02270549  0.09460676  0.15390158 -0.17504813]"
366,beef_jerky,"[ 0.16014733  0.0938324  -0.03178258  0.03929518 -0.03481078 -0.14346388
 -0.0531574   0.01260265  0.08147073  0.02219606 -0.21715836  0.11136345
  0.00094549  0.17626161  0.05069837 -0.12366845  0.00108707  0.00258272
  0.0311247  -0.06671163  0.0097038   0.03472701 -0.18398611  0.03611668
 -0.02707888 -0.04723898 -0.02333145  0.0520708  -0.01519029  0.03698399
  0.06380416  0.03959578 -0.02204847  0.01171735 -0.24917994 -0.10087685
  0.04036207  0.04321534  0.04442514  0.1663565   0.0580114  -0.23005224
  0.07771319  0.04644805  0.18320996 -0.06933081  0.03897733 -0.09418721
  0.01002904  0.10411449 -0.01779642  0.00441295 -0.05115913  0.17271844
 -0.09322627 -0.18030496  0.05766644  0.06234796  0.01134972 -0.01971707
 -0.02224164  0.00826584  0.0307625   0.01193368 -0.30402762 -0.06599215
  0.1281085   0.22788643  0.16294392  0.01769811 -0.03257104 -0.12226892
  0.01350495  0.12098767 -0.00564714 -0.08205961  0.06536384 -0.11526882
  0.03383259  0.12190179  0.03272627 -0.00299445  0.11496575  0.1396891
  0.03103107 -0.01819804  0.01702249  0.13685062  0.05028443 -0.11142751
  0.04998629 -0.04160637  0.16008573 -0.11817383 -0.22500852 -0.01803419
 -0.10354778  0.10815045 -0.02873959 -0.05844505]"
